Name,Record Type,Dataset Size,Dataset Shape,Dataset dtype
/AwakeEventData/TT41.BPM.412349/Acquisition/sigmaAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412349/Acquisition/spsExtraction,dataset,1,(),bool
/AwakeEventData/TT41.BPM.412349/Acquisition/spsExtractionIndex,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412349/Acquisition/verAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412349/Acquisition/verPos,dataset,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412349_HF,group,n/a,n/a,n/a
/AwakeEventData/TT41.BPM.412349_HF/Acquisition,group,n/a,n/a,n/a
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/horAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/horPos,dataset,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/posOK,dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigma,dataset,12,"(12,)",int32
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigmaAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtraction,dataset,1,(),bool
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtractionIndex,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/verAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/verPos,dataset,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412351,group,n/a,n/a,n/a
/AwakeEventData/TT41.BPM.412351/Acquisition,group,n/a,n/a,n/a
/AwakeEventData/TT41.BPM.412351/Acquisition/horAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412351/Acquisition/horPos,dataset,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412351/Acquisition/posOK,dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BPM.412351/Acquisition/sigma,dataset,12,"(12,)",int32
/AwakeEventData/TT41.BPM.412351/Acquisition/sigmaAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412351/Acquisition/spsExtraction,dataset,1,(),bool
/AwakeEventData/TT41.BPM.412351/Acquisition/spsExtractionIndex,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412351/Acquisition/verAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412351/Acquisition/verPos,dataset,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412351_HF,group,n/a,n/a,n/a
/AwakeEventData/TT41.BPM.412351_HF/Acquisition,group,n/a,n/a,n/a
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/horAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/horPos,dataset,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/posOK,dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigma,dataset,12,"(12,)",int32
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigmaAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtraction,dataset,1,(),bool
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtractionIndex,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/verAvePos,dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/verPos,dataset,12,"(12,)",float32
/AwakeEventData/TT41.BTV.412350,group,n/a,n/a,n/a
/AwakeEventData/TT41.BTV.412350/Acquisition,group,n/a,n/a,n/a
/AwakeEventData/TT41.BTV.412350/Acquisition/acqCounter,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/acqDesc,dataset,1,"(1,)",|S7
/AwakeEventData/TT41.BTV.412350/Acquisition/acqMsg,dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412350/Acquisition/acqState,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/acqTime,dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412350/Acquisition/acqTimeInCycle,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/beamID,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/cameraSwitch,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/cameraZoom,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/cycleTime,dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412350/Acquisition/descSet1,dataset,1,"(1,)",|S21
/AwakeEventData/TT41.BTV.412350/Acquisition/descSet2,dataset,1,"(1,)",|S19
/AwakeEventData/TT41.BTV.412350/Acquisition/deviceName,dataset,1,"(1,)",|S15
/AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/filterSelectStr,dataset,4,"(4,)",|S9
/AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect_max,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect_min,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/leftBottomReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/leftTopReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/mire,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/nbAcq,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/nbDataSets,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/nbGates,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/nbPtsPerProjInSet1,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/nbPtsPerProjInSet2,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/observables,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/offsetCalSet1,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/offsetCalSet2,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/offsetSet1,dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/offsetSet2,dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/pixelCalSet1,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/pixelCalSet2,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/planeSet1,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/planeSet2,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/positionSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/positionSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/projDataSet1,dataset,400,"(1, 400)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/projDataSet2,dataset,300,"(1, 300)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/projPositionSet1,dataset,400,"(1, 400)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/projPositionSet2,dataset,300,"(1, 300)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/propType,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/rightBottomReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/rightTopReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/saturationThreshold,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/screenSelectStr,dataset,4,"(4,)",|S10
/AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect_max,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect_min,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/sigmaSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/sigmaSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/superCycleNb,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/tgSet1,dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/tgSet2,dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/userImageSelection,dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BTV.412350/Acquisition/userImageSelectionNumber,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/videoGain,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image,group,n/a,n/a,n/a
/AwakeEventData/TT41.BTV.412350/Image/acqCounter,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/acqDesc,dataset,1,"(1,)",|S7
/AwakeEventData/TT41.BTV.412350/Image/acqMsg,dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412350/Image/acqState,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/acqTime,dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412350/Image/acqTimeInCycle,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Image/amplitudeSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Image/amplitudeSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Image/beamID,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/cameraOffset,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Image/cameraOffset_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Image/cameraOffset_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Image/cameraSwitch,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/cameraZoom,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/cycleTime,dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412350/Image/descSet1,dataset,1,"(1,)",|S21
/AwakeEventData/TT41.BTV.412350/Image/descSet2,dataset,1,"(1,)",|S19
/AwakeEventData/TT41.BTV.412350/Image/deviceName,dataset,1,"(1,)",|S15
/AwakeEventData/TT41.BTV.412350/Image/filterSelect,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/filterSelectStr,dataset,4,"(4,)",|S9
/AwakeEventData/TT41.BTV.412350/Image/filterSelect_max,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/filterSelect_min,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/firstLamp,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Image/firstLamp_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Image/firstLamp_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Image/imagePositionSet1,dataset,400,"(1, 400)",float64
/AwakeEventData/TT41.BTV.412350/Image/imagePositionSet1_unit,dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412350/Image/imagePositionSet2,dataset,300,"(1, 300)",float64
/AwakeEventData/TT41.BTV.412350/Image/imagePositionSet2_unit,dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412350/Image/imageSet,dataset,120000,"(1, 120000)",int16
/AwakeEventData/TT41.BTV.412350/Image/leftBottomReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412350/Image/leftTopReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412350/Image/mire,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/nbAcq,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/nbDataSets,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/nbImages,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/nbPtsInSet1,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/nbPtsInSet2,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/observables,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/offsetCalSet1,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412350/Image/offsetCalSet2,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412350/Image/pixelCalSet1,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412350/Image/pixelCalSet2,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412350/Image/planeSet1,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/planeSet2,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/positionSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Image/positionSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Image/propType,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/rightBottomReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412350/Image/rightTopReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412350/Image/saturationThreshold,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Image/screenSelect,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/screenSelectStr,dataset,4,"(4,)",|S10
/AwakeEventData/TT41.BTV.412350/Image/screenSelect_max,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/screenSelect_min,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/secondLamp,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Image/secondLamp_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Image/secondLamp_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Image/sigmaSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Image/sigmaSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Image/superCycleNb,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/userImageSelection,dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BTV.412350/Image/userImageSelectionNumber,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Image/videoGain,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350.STREAK,group,n/a,n/a,n/a
/AwakeEventData/TT41.BTV.412350.STREAK/StreakImage,dataset,1,(),|S105
/AwakeEventData/TT41.BTV.412353,group,n/a,n/a,n/a
/AwakeEventData/TT41.BTV.412353/Acquisition,group,n/a,n/a,n/a
/AwakeEventData/TT41.BTV.412353/Acquisition/acqCounter,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/acqDesc,dataset,1,"(1,)",|S7
/AwakeEventData/TT41.BTV.412353/Acquisition/acqMsg,dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412353/Acquisition/acqState,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/acqTime,dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412353/Acquisition/acqTimeInCycle,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/amplitudeSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/amplitudeSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/beamID,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/cameraSwitch,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/cameraZoom,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/cycleTime,dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412353/Acquisition/descSet1,dataset,1,"(1,)",|S21
/AwakeEventData/TT41.BTV.412353/Acquisition/descSet2,dataset,1,"(1,)",|S19
/AwakeEventData/TT41.BTV.412353/Acquisition/deviceName,dataset,1,"(1,)",|S15
/AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/filterSelectStr,dataset,4,"(4,)",|S9
/AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect_max,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect_min,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/leftBottomReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/leftTopReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/mire,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/nbAcq,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/nbDataSets,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/nbGates,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/nbPtsPerProjInSet1,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/nbPtsPerProjInSet2,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/observables,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/offsetCalSet1,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/offsetCalSet2,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/offsetSet1,dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/offsetSet2,dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/pixelCalSet1,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/pixelCalSet2,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/planeSet1,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/planeSet2,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/positionSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/positionSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/projDataSet1,dataset,400,"(1, 400)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/projDataSet2,dataset,300,"(1, 300)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/projPositionSet1,dataset,400,"(1, 400)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/projPositionSet2,dataset,300,"(1, 300)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/propType,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/rightBottomReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/rightTopReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/saturationThreshold,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/screenSelectStr,dataset,4,"(4,)",|S10
/AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect_max,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect_min,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/sigmaSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/sigmaSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/superCycleNb,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/tgSet1,dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/tgSet2,dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/userImageSelection,dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BTV.412353/Acquisition/userImageSelectionNumber,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/videoGain,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image,group,n/a,n/a,n/a
/AwakeEventData/TT41.BTV.412353/Image/acqCounter,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/acqDesc,dataset,1,"(1,)",|S7
/AwakeEventData/TT41.BTV.412353/Image/acqMsg,dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412353/Image/acqState,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/acqTime,dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412353/Image/acqTimeInCycle,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Image/amplitudeSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Image/amplitudeSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Image/beamID,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/cameraOffset,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Image/cameraOffset_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Image/cameraOffset_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Image/cameraSwitch,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/cameraZoom,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/cycleTime,dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412353/Image/descSet1,dataset,1,"(1,)",|S21
/AwakeEventData/TT41.BTV.412353/Image/descSet2,dataset,1,"(1,)",|S19
/AwakeEventData/TT41.BTV.412353/Image/deviceName,dataset,1,"(1,)",|S15
/AwakeEventData/TT41.BTV.412353/Image/filterSelect,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/filterSelectStr,dataset,4,"(4,)",|S9
/AwakeEventData/TT41.BTV.412353/Image/filterSelect_max,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/filterSelect_min,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/firstLamp,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Image/firstLamp_max,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Image/firstLamp_min,dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Image/imagePositionSet1,dataset,400,"(1, 400)",float64
/AwakeEventData/TT41.BTV.412353/Image/imagePositionSet1_unit,dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412353/Image/imagePositionSet2,dataset,300,"(1, 300)",float64
/AwakeEventData/TT41.BTV.412353/Image/imagePositionSet2_unit,dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412353/Image/imageSet,dataset,120000,"(1, 120000)",int16
/AwakeEventData/TT41.BTV.412353/Image/leftBottomReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412353/Image/leftTopReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412353/Image/mire,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/nbAcq,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/nbDataSets,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/nbImages,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/nbPtsInSet1,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/nbPtsInSet2,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/observables,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/offsetCalSet1,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412353/Image/offsetCalSet2,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412353/Image/pixelCalSet1,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412353/Image/pixelCalSet2,dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412353/Image/planeSet1,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/planeSet2,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/positionSet1,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Image/positionSet2,dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Image/propType,dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/rightBottomReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412353/Image/rightTopReference,dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412353/Image/saturationThreshold,dataset,1,"(1,)",int16
